Year,ST,STATE,OCC_CODE,OCC_TITLE,TOT_EMP,LOC_Q,H_MEAN,A_MEAN
2016,FL,Florida,15-1121,Computer Systems Analysts,"18,050",0.54,39.82,"82,830"
2016,FL,Florida,15-1122,Information Security Analysts,"4,810",0.85,40.59,"84,440"
2016,FL,Florida,15-1131,Computer Programmers,"11,690",0.74,36.40,"75,700"
2016,FL,Florida,15-1132,"Software Developers, Applications","33,070",0.71,42.45,"88,300"
2016,FL,Florida,15-1133,"Software Developers, Systems Software","15,520",0.65,47.82,"99,460"
2016,FL,Florida,15-1134,Web Developers,"7,740",1.02,29.96,"62,320"
2016,FL,Florida,15-1141,Database Administrators,"7,310",1.10,40.02,"83,230"
2016,FL,Florida,15-1142,Network and Computer Systems Administrators,"17,420",0.79,38.91,"80,920"
2016,FL,Florida,15-1143,Computer Network Architects,"16,770",1.82,36.08,"75,040"
2016,FL,Florida,15-1151,Computer User Support Specialists,"33,690",0.95,22.10,"45,970"
2016,FL,Florida,15-1152,Computer Network Support Specialists,"9,590",0.87,27.67,"57,560"
2016,FL,Florida,15-1199,"Computer Occupations, All Other","9,580",0.63,36.26,"75,420"
2016,GA,Georgia,15-0000,Computer and Mathematical Occupations,"138,140",1.10,41.25,"85,800"
2016,GA,Georgia,15-1111,Computer and Information Research Scientists,730,0.92,47.71,"99,230"
2016,GA,Georgia,15-1121,Computer Systems Analysts,"17,000",1.00,44.38,"92,310"
2016,GA,Georgia,15-1122,Information Security Analysts,"2,310",0.80,43.18,"89,820"
2016,GA,Georgia,15-1131,Computer Programmers,"8,820",1.08,42.71,"88,830"
2016,GA,Georgia,15-1132,"Software Developers, Applications","25,630",1.08,48.90,"101,720"
2016,GA,Georgia,15-1133,"Software Developers, Systems Software","13,660",1.11,46.83,"97,400"
2016,GA,Georgia,15-1134,Web Developers,"2,820",0.73,37.14,"77,250"
2016,GA,Georgia,15-1141,Database Administrators,"4,940",1.45,42.52,"88,440"
2016,GA,Georgia,15-1142,Network and Computer Systems Administrators,"11,310",1.00,41.88,"87,100"
2016,GA,Georgia,15-1143,Computer Network Architects,"5,300",1.12,55.65,"115,750"
2016,GA,Georgia,15-1151,Computer User Support Specialists,"23,120",1.28,25.74,"53,530"
2016,GA,Georgia,15-1152,Computer Network Support Specialists,"7,520",1.33,34.71,"72,200"
2016,GA,Georgia,15-1199,"Computer Occupations, All Other","11,390",1.45,41.86,"87,070"
2016,HI,Hawaii,15-0000,Computer and Mathematical Occupations,"9,300",0.50,37.50,"77,990"
2016,HI,Hawaii,15-1111,Computer and Information Research Scientists,120,1.02,50.19,"104,390"
2016,HI,Hawaii,15-1121,Computer Systems Analysts,"1,190",0.47,37.66,"78,340"
2016,HI,Hawaii,15-1122,Information Security Analysts,210,0.48,39.48,"82,120"
2016,HI,Hawaii,15-1131,Computer Programmers,510,0.41,35.81,"74,490"
2016,HI,Hawaii,15-1132,"Software Developers, Applications",790,0.22,41.13,"85,550"
2016,HI,Hawaii,15-1133,"Software Developers, Systems Software",730,0.40,44.71,"93,000"
2016,HI,Hawaii,15-1134,Web Developers,290,0.49,*,*
2016,HI,Hawaii,15-1141,Database Administrators,260,0.51,38.62,"80,320"
2016,HI,Hawaii,15-1142,Network and Computer Systems Administrators,"1,390",0.82,39.00,"81,120"
2016,HI,Hawaii,15-1143,Computer Network Architects,240,0.34,50.44,"104,910"
2016,HI,Hawaii,15-1151,Computer User Support Specialists,"1,180",0.43,22.85,"47,530"
2016,HI,Hawaii,15-1152,Computer Network Support Specialists,470,0.55,29.43,"61,210"
2016,HI,Hawaii,15-1199,"Computer Occupations, All Other","1,490",1.26,42.15,"87,680"
2016,ID,Idaho,15-0000,Computer and Mathematical Occupations,"14,050",0.71,32.85,"68,330"
2016,ID,Idaho,15-1121,Computer Systems Analysts,"1,230",0.46,39.07,"81,270"
2016,ID,Idaho,15-1122,Information Security Analysts,460,1.00,44.36,"92,270"
2016,ID,Idaho,15-1131,Computer Programmers,660,0.51,34.09,"70,910"
2016,ID,Idaho,15-1132,"Software Developers, Applications","2,240",0.60,40.32,"83,870"
2016,ID,Idaho,15-1133,"Software Developers, Systems Software","1,240",0.64,46.11,"95,910"
2016,ID,Idaho,15-1134,Web Developers,860,1.40,23.51,"48,900"
2016,ID,Idaho,15-1141,Database Administrators,410,0.76,31.70,"65,940"
2016,ID,Idaho,15-1142,Network and Computer Systems Administrators,"1,440",0.81,30.96,"64,390"
2016,ID,Idaho,15-1143,Computer Network Architects,360,0.48,39.23,"81,590"
2016,ID,Idaho,15-1151,Computer User Support Specialists,"3,020",1.06,19.74,"41,060"
2016,ID,Idaho,15-1152,Computer Network Support Specialists,600,0.67,23.27,"48,400"
2016,ID,Idaho,15-1199,"Computer Occupations, All Other","1,000",0.81,37.64,"78,290"
2016,IL,Illinois,15-0000,Computer and Mathematical Occupations,"177,360",1.01,41.03,"85,340"
2016,IL,Illinois,15-1111,Computer and Information Research Scientists,900,0.81,49.69,"103,350"
2016,IL,Illinois,15-1121,Computer Systems Analysts,"29,390",1.23,43.09,"89,630"
2016,IL,Illinois,15-1122,Information Security Analysts,"4,340",1.06,45.10,"93,800"
2016,IL,Illinois,15-1131,Computer Programmers,"13,350",1.17,40.07,"83,350"
2016,IL,Illinois,15-1132,"Software Developers, Applications","26,180",0.78,47.08,"97,930"
2016,IL,Illinois,15-1133,"Software Developers, Systems Software","12,570",0.73,50.15,"104,310"
2016,IL,Illinois,15-1134,Web Developers,"5,230",0.96,36.04,"74,960"
2016,IL,Illinois,15-1141,Database Administrators,"4,450",0.93,42.63,"88,670"
2016,IL,Illinois,15-1142,Network and Computer Systems Administrators,"14,170",0.89,41.01,"85,300"
2016,IL,Illinois,15-1143,Computer Network Architects,"5,480",0.83,52.46,"109,110"
2016,IL,Illinois,15-1151,Computer User Support Specialists,"25,010",0.99,26.30,"54,710"
2016,IL,Illinois,15-1152,Computer Network Support Specialists,"9,810",1.24,33.80,"70,300"
2016,IL,Illinois,15-1199,"Computer Occupations, All Other","15,080",1.37,43.04,"89,530"
2016,IN,Indiana,15-0000,Computer and Mathematical Occupations,"56,060",0.63,34.10,"70,930"
2016,IN,Indiana,15-1111,Computer and Information Research Scientists,**,**,48.52,"100,910"
2016,IN,Indiana,15-1121,Computer Systems Analysts,"8,310",0.69,36.95,"76,860"
2016,IN,Indiana,15-1122,Information Security Analysts,990,0.48,38.16,"79,370"
2016,IN,Indiana,15-1131,Computer Programmers,"4,340",0.75,34.40,"71,540"
2016,IN,Indiana,15-1132,"Software Developers, Applications","8,460",0.50,39.53,"82,210"
2016,IN,Indiana,15-1133,"Software Developers, Systems Software","3,540",0.41,38.99,"81,090"
2016,IN,Indiana,15-1134,Web Developers,"1,730",0.63,28.40,"59,080"
2016,IN,Indiana,15-1141,Database Administrators,"1,750",0.72,35.97,"74,810"
2016,IN,Indiana,15-1142,Network and Computer Systems Administrators,"7,590",0.95,34.11,"70,950"
2016,IN,Indiana,15-1143,Computer Network Architects,"2,990",0.89,39.62,"82,420"
2016,IN,Indiana,15-1151,Computer User Support Specialists,"9,370",0.73,23.46,"48,800"
2016,IN,Indiana,15-1152,Computer Network Support Specialists,"1,830",0.46,29.31,"60,970"
2016,IN,Indiana,15-1199,"Computer Occupations, All Other","2,590",0.47,34.85,"72,500"
2016,IA,Iowa,15-0000,Computer and Mathematical Occupations,"32,810",0.72,35.88,"74,630"
2016,IA,Iowa,15-1121,Computer Systems Analysts,"5,660",0.91,38.67,"80,430"
2016,IA,Iowa,15-1122,Information Security Analysts,440,0.42,35.71,"74,270"
2016,IA,Iowa,15-1131,Computer Programmers,"1,330",0.45,33.50,"69,670"
2016,IA,Iowa,15-1132,"Software Developers, Applications","6,900",0.79,41.32,"85,950"
2016,IA,Iowa,15-1133,"Software Developers, Systems Software","2,430",0.54,42.91,"89,260"
2016,IA,Iowa,15-1134,Web Developers,990,0.70,26.72,"55,580"
2016,IA,Iowa,15-1141,Database Administrators,690,0.56,40.07,"83,350"
2016,IA,Iowa,15-1142,Network and Computer Systems Administrators,"3,590",0.87,34.11,"70,950"
2016,IA,Iowa,15-1143,Computer Network Architects,"1,080",0.63,53.48,"111,230"
2016,IA,Iowa,15-1151,Computer User Support Specialists,"4,160",0.63,21.20,"44,090"
2016,IA,Iowa,15-1152,Computer Network Support Specialists,"2,220",1.07,27.22,"56,610"
2016,IA,Iowa,15-1199,"Computer Occupations, All Other","1,840",0.65,35.31,"73,450"
2016,KS,Kansas,15-0000,Computer and Mathematical Occupations,"36,910",0.91,34.82,"72,440"
2016,KS,Kansas,15-1111,Computer and Information Research Scientists,90,0.35,45.38,"94,380"
2016,KS,Kansas,15-1121,Computer Systems Analysts,"5,010",0.90,37.44,"77,880"
2016,KS,Kansas,15-1122,Information Security Analysts,650,0.68,35.14,"73,080"
2016,KS,Kansas,15-1131,Computer Programmers,"1,910",0.72,34.67,"72,120"
2016,KS,Kansas,15-1132,"Software Developers, Applications","5,330",0.69,41.03,"85,340"
2016,KS,Kansas,15-1133,"Software Developers, Systems Software","2,850",0.71,47.72,"99,250"
2016,KS,Kansas,15-1134,Web Developers,990,0.78,28.13,"58,510"
2016,KS,Kansas,15-1141,Database Administrators,980,0.88,38.95,"81,010"
2016,KS,Kansas,15-1142,Network and Computer Systems Administrators,"5,040",1.37,34.83,"72,440"
2016,KS,Kansas,15-1143,Computer Network Architects,"1,550",1.01,43.17,"89,800"
2016,KS,Kansas,15-1151,Computer User Support Specialists,"7,960",1.35,21.66,"45,050"
2016,KS,Kansas,15-1152,Computer Network Support Specialists,870,0.47,27.89,"58,010"
2016,KS,Kansas,15-1199,"Computer Occupations, All Other","1,820",0.71,36.43,"75,770"
2016,KY,Kentucky,15-0000,Computer and Mathematical Occupations,"30,240",0.55,33.09,"68,820"
2016,KY,Kentucky,15-1121,Computer Systems Analysts,"4,140",0.55,35.79,"74,440"
2016,KY,Kentucky,15-1122,Information Security Analysts,490,0.38,36.98,"76,920"
2016,KY,Kentucky,15-1131,Computer Programmers,"1,260",0.35,34.92,"72,630"
2016,KY,Kentucky,15-1132,"Software Developers, Applications","5,080",0.48,38.13,"79,320"
2016,KY,Kentucky,15-1133,"Software Developers, Systems Software","1,960",0.36,41.27,"85,830"
2016,KY,Kentucky,15-1134,Web Developers,970,0.56,27.58,"57,370"
2016,KY,Kentucky,15-1141,Database Administrators,"1,130",0.75,34.32,"71,380"
2016,KY,Kentucky,15-1142,Network and Computer Systems Administrators,"3,280",0.65,30.22,"62,850"
2016,KY,Kentucky,15-1143,Computer Network Architects,"1,570",0.75,36.05,"74,980"
2016,KY,Kentucky,15-1151,Computer User Support Specialists,"5,220",0.65,22.31,"46,400"
2016,KY,Kentucky,15-1152,Computer Network Support Specialists,"1,360",0.54,26.96,"56,070"
2016,KY,Kentucky,15-1199,"Computer Occupations, All Other","2,510",0.72,38.09,"79,230"
2016,LA,Louisiana,15-0000,Computer and Mathematical Occupations,"20,860",0.37,30.41,"63,260"
2016,LA,Louisiana,15-1111,Computer and Information Research Scientists,60,0.16,40.39,"84,010"
2016,LA,Louisiana,15-1121,Computer Systems Analysts,"1,900",0.24,34.38,"71,510"
2016,LA,Louisiana,15-1122,Information Security Analysts,570,0.43,39.73,"82,640"
2016,LA,Louisiana,15-1131,Computer Programmers,"2,430",0.66,33.24,"69,130"
2016,LA,Louisiana,15-1132,"Software Developers, Applications","1,420",0.13,35.58,"74,000"
2016,LA,Louisiana,15-1133,"Software Developers, Systems Software","1,180",0.21,34.74,"72,270"
2016,LA,Louisiana,15-1134,Web Developers,480,0.27,25.30,"52,620"
2016,LA,Louisiana,15-1141,Database Administrators,510,0.33,43.06,"89,550"
2016,LA,Louisiana,15-1142,Network and Computer Systems Administrators,"2,780",0.54,31.16,"64,820"
2016,LA,Louisiana,15-1143,Computer Network Architects,240,0.11,46.22,"96,140"
2016,LA,Louisiana,15-1151,Computer User Support Specialists,"3,450",0.42,22.09,"45,960"
2016,LA,Louisiana,15-1152,Computer Network Support Specialists,"1,550",0.60,24.08,"50,080"
2016,LA,Louisiana,15-1199,"Computer Occupations, All Other","3,080",0.86,31.65,"65,830"
2016,ME,Maine,15-0000,Computer and Mathematical Occupations,"11,620",0.66,35.06,"72,920"
2016,ME,Maine,15-1121,Computer Systems Analysts,"1,720",0.71,39.05,"81,220"
2016,ME,Maine,15-1122,Information Security Analysts,310,0.75,*,*
2016,ME,Maine,15-1131,Computer Programmers,810,0.71,32.62,"67,840"
2016,ME,Maine,15-1132,"Software Developers, Applications","1,630",0.48,41.08,"85,440"
2016,ME,Maine,15-1133,"Software Developers, Systems Software",310,0.18,42.53,"88,460"
2016,ME,Maine,15-1134,Web Developers,300,0.55,30.75,"63,950"
2016,ME,Maine,15-1141,Database Administrators,300,0.62,33.71,"70,110"
2016,ME,Maine,15-1142,Network and Computer Systems Administrators,"1,510",0.94,32.90,"68,430"
2016,ME,Maine,15-1143,Computer Network Architects,570,0.85,46.74,"97,220"
2016,ME,Maine,15-1151,Computer User Support Specialists,"1,970",0.77,24.05,"50,020"
2016,ME,Maine,15-1152,Computer Network Support Specialists,900,1.12,26.91,"55,980"
2016,ME,Maine,15-1199,"Computer Occupations, All Other",710,0.64,35.80,"74,460"
2016,MD,Maryland,15-0000,Computer and Mathematical Occupations,"123,660",1.58,46.54,"96,800"
2016,MD,Maryland,15-1111,Computer and Information Research Scientists,"2,490",4.99,54.38,"113,110"
2016,MD,Maryland,15-1121,Computer Systems Analysts,"15,760",1.47,46.10,"95,890"
2016,MD,Maryland,15-1122,Information Security Analysts,"4,440",2.44,50.40,"104,830"
2016,MD,Maryland,15-1131,Computer Programmers,"5,300",1.04,43.06,"89,550"
2016,MD,Maryland,15-1132,"Software Developers, Applications","12,890",0.86,49.80,"103,580"
2016,MD,Maryland,15-1133,"Software Developers, Systems Software","15,640",2.03,56.78,"118,090"
2016,MD,Maryland,15-1134,Web Developers,"4,020",1.65,32.08,"66,720"
2016,MD,Maryland,15-1141,Database Administrators,"3,660",1.71,42.04,"87,440"
2016,MD,Maryland,15-1142,Network and Computer Systems Administrators,"14,340",2.02,50.96,"106,000"
2016,MD,Maryland,15-1143,Computer Network Architects,"4,990",1.69,53.23,"110,710"
2016,MD,Maryland,15-1151,Computer User Support Specialists,"10,340",0.91,26.12,"54,320"
2016,MD,Maryland,15-1152,Computer Network Support Specialists,"8,120",2.29,34.97,"72,730"
2016,MD,Maryland,15-1199,"Computer Occupations, All Other","14,070",2.86,50.79,"105,640"
2016,MA,Massachusetts,15-0000,Computer and Mathematical Occupations,"142,740",1.39,46.57,"96,860"
2016,MA,Massachusetts,15-1111,Computer and Information Research Scientists,"1,180",1.80,60.51,"125,870"
2016,MA,Massachusetts,15-1121,Computer Systems Analysts,"14,130",1.01,45.19,"93,990"
2016,MA,Massachusetts,15-1122,Information Security Analysts,"3,340",1.40,46.99,"97,750"
2016,MA,Massachusetts,15-1131,Computer Programmers,"6,880",1.03,45.92,"95,510"
2016,MA,Massachusetts,15-1132,"Software Developers, Applications","31,150",1.59,53.08,"110,410"
2016,MA,Massachusetts,15-1133,"Software Developers, Systems Software","27,630",2.74,54.97,"114,330"
2016,MA,Massachusetts,15-1134,Web Developers,"4,030",1.26,38.00,"79,040"
2016,MA,Massachusetts,15-1141,Database Administrators,"2,940",1.05,42.21,"87,790"
2016,MA,Massachusetts,15-1142,Network and Computer Systems Administrators,"10,260",1.11,42.82,"89,060"
2016,MA,Massachusetts,15-1143,Computer Network Architects,"4,350",1.12,56.33,"117,160"
2016,MA,Massachusetts,15-1151,Computer User Support Specialists,"19,220",1.29,30.01,"62,430"
2016,MA,Massachusetts,15-1152,Computer Network Support Specialists,"2,620",0.56,40.10,"83,410"
2016,MA,Massachusetts,15-1199,"Computer Occupations, All Other","6,610",1.03,45.40,"94,430"
2016,MI,Michigan,15-0000,Computer and Mathematical Occupations,"104,780",0.84,37.00,"76,950"
2016,MI,Michigan,15-1111,Computer and Information Research Scientists,380,0.47,52.05,"108,270"
2016,MI,Michigan,15-1121,Computer Systems Analysts,"15,250",0.89,41.72,"86,770"
2016,MI,Michigan,15-1122,Information Security Analysts,"1,970",0.68,42.56,"88,520"
2016,MI,Michigan,15-1131,Computer Programmers,"3,730",0.46,35.93,"74,730"
2016,MI,Michigan,15-1132,"Software Developers, Applications","20,090",0.84,41.93,"87,220"
2016,MI,Michigan,15-1133,"Software Developers, Systems Software","12,040",0.98,41.72,"86,770"
2016,MI,Michigan,15-1134,Web Developers,"2,630",0.68,30.85,"64,170"
2016,MI,Michigan,15-1141,Database Administrators,"2,680",0.78,41.65,"86,630"
2016,MI,Michigan,15-1142,Network and Computer Systems Administrators,"8,450",0.75,36.27,"75,430"
2016,MI,Michigan,15-1143,Computer Network Architects,"2,520",0.54,49.04,"102,000"
2016,MI,Michigan,15-1151,Computer User Support Specialists,"19,620",1.08,24.84,"51,670"
2016,MI,Michigan,15-1152,Computer Network Support Specialists,"5,710",1.01,30.16,"62,720"
2016,MI,Michigan,15-1199,"Computer Occupations, All Other","6,960",0.89,37.41,"77,810"
2016,MN,Minnesota,15-0000,Computer and Mathematical Occupations,"97,680",1.17,40.85,"84,960"
2016,MN,Minnesota,15-1111,Computer and Information Research Scientists,360,0.68,59.82,"124,420"
2016,MN,Minnesota,15-1121,Computer Systems Analysts,"15,660",1.38,44.20,"91,940"
2016,MN,Minnesota,15-1122,Information Security Analysts,"3,560",1.84,43.40,"90,280"
2016,MN,Minnesota,15-1131,Computer Programmers,"7,180",1.32,42.35,"88,080"
2016,MN,Minnesota,15-1132,"Software Developers, Applications","14,760",0.93,44.56,"92,680"
2016,MN,Minnesota,15-1133,"Software Developers, Systems Software","8,990",1.10,51.50,"107,130"
2016,MN,Minnesota,15-1134,Web Developers,"3,260",1.26,33.95,"70,610"
2016,MN,Minnesota,15-1141,Database Administrators,"2,420",1.06,43.21,"89,870"
2016,MN,Minnesota,15-1142,Network and Computer Systems Administrators,"9,180",1.22,40.82,"84,900"
2016,MN,Minnesota,15-1143,Computer Network Architects,"5,040",1.60,48.04,"99,920"
2016,MN,Minnesota,15-1151,Computer User Support Specialists,"13,240",1.10,25.90,"53,860"
2016,MN,Minnesota,15-1152,Computer Network Support Specialists,"3,200",0.85,29.40,"61,150"
2016,MN,Minnesota,15-1199,"Computer Occupations, All Other","6,890",1.32,37.65,"78,310"
2016,MS,Mississippi,15-0000,Computer and Mathematical Occupations,"11,300",0.34,31.94,"66,430"
2016,MS,Mississippi,15-1111,Computer and Information Research Scientists,230,1.11,45.16,"93,940"
2016,MS,Mississippi,15-1121,Computer Systems Analysts,"1,750",0.39,32.09,"66,740"
2016,MS,Mississippi,15-1122,Information Security Analysts,310,0.41,33.56,"69,800"
2016,MS,Mississippi,15-1131,Computer Programmers,700,0.33,34.71,"72,210"
2016,MS,Mississippi,15-1132,"Software Developers, Applications",860,0.14,44.03,"91,580"
2016,MS,Mississippi,15-1133,"Software Developers, Systems Software",850,0.26,41.05,"85,390"
2016,MS,Mississippi,15-1134,Web Developers,380,0.37,28.49,"59,270"
2016,MS,Mississippi,15-1141,Database Administrators,360,0.40,32.99,"68,630"
2016,MS,Mississippi,15-1142,Network and Computer Systems Administrators,"1,140",0.38,31.60,"65,730"
2016,MS,Mississippi,15-1143,Computer Network Architects,670,0.54,35.22,"73,260"
2016,MS,Mississippi,15-1151,Computer User Support Specialists,"2,320",0.48,21.40,"44,510"
2016,MS,Mississippi,15-1152,Computer Network Support Specialists,730,0.49,24.17,"50,270"
2016,MS,Mississippi,15-1199,"Computer Occupations, All Other",640,0.31,37.05,"77,070"
2016,MO,Missouri,15-0000,Computer and Mathematical Occupations,"82,100",1.00,37.63,"78,270"
2016,MO,Missouri,15-1111,Computer and Information Research Scientists,240,0.45,47.31,"98,410"
2016,MO,Missouri,15-1121,Computer Systems Analysts,"11,330",1.01,43.27,"90,000"
2016,MO,Missouri,15-1122,Information Security Analysts,"2,880",1.51,41.90,"87,140"
